Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1944.2688376742485
FDW14,OUT017,1228.401160345677
NCN55,OUT010,2201.019796397948
FDQ58,OUT017,2256.9041634764435
FDY38,OUT027,5060.851640477167
FDH56,OUT046,1930.7217398133157
FDL48,OUT018,1348.7040648790755
FDC48,OUT027,2793.624769763389
FDN33,OUT045,1203.3825843600732
FDA36,OUT017,2781.678733864119
FDT44,OUT017,1534.407922273439
FDQ56,OUT045,1019.2683209278891
NCC54,OUT019,2643.875232174666
FDU11,OUT049,2053.847670591404
DRL59,OUT013,574.7982056010526
FDM24,OUT049,2590.0795787521674
FDI57,OUT045,2852.3778495839683
DRC12,OUT018,3568.2051189280687
NCM42,OUT027,3210.0765409946816
FDA46,OUT010,1289.5771216700998
FDA31,OUT013,2352.6127231007836
NCJ31,OUT035,3283.3397247997395
FDG52,OUT046,785.7204425803336
NCL19,OUT019,1353.2900026436016
FDS10,OUT035,2606.349005462288
FDX22,OUT010,1865.16034051528
NCF19,OUT035,543.190635183893
NCE06,OUT046,2517.1531272833863
DRC27,OUT046,3865.916304885237
FDE21,OUT035,1639.962872553543
NCR42,OUT019,-427.9899872105546
FDX51,OUT018,3707.1700635347725
NCR06,OUT018,1297.2632396874187
FDU31,OUT027,4958.981748855896
FDU59,OUT017,2276.0289302513934
FDR03,OUT027,4786.042692478378
FDS49,OUT027,2674.5280027253884
FDD48,OUT010,307.6260082254679
NCF18,OUT017,2702.8964053280056
NCD43,OUT027,3132.5098871878317
NCD54,OUT018,2823.266908610952
FDY19,OUT010,302.3035488153404
NCY54,OUT017,2280.630745980618
NCL19,OUT018,2872.837488850667
FDP23,OUT010,1902.5573575889753
FDC26,OUT013,1346.3006256849692
FDR14,OUT010,-1005.7913371230667
NCS41,OUT035,2626.132464207876
FDF41,OUT035,3509.9622991535994
FDU34,OUT046,1959.7774066386278
DRH11,OUT046,920.6272390601712
FDM03,OUT013,1257.800969973879
FDS31,OUT017,2670.97794779317
FDJ20,OUT017,1654.8914366583003
FDV44,OUT027,4482.164477837045
FDG02,OUT049,3220.814587767872
FDA09,OUT013,2425.260921514442
FDT04,OUT013,220.12541627075007
FDL58,OUT019,3122.660324782173
FDE52,OUT045,1275.8028968931421
FDW12,OUT035,2127.191391440866
FDL51,OUT017,3187.953795090828
NCY42,OUT027,3724.935466828747
FDR07,OUT017,1236.4609227781982
FDN40,OUT045,2101.113826844345
FDB35,OUT027,2901.3963571202994
FDA22,OUT017,2306.747685146863
NCL06,OUT046,4115.862525065473
FDI35,OUT013,2549.90175930658
NCW42,OUT045,3205.3506884484846
NCX06,OUT049,3062.2697587392454
FDC37,OUT027,3187.8883212413007
FDZ14,OUT018,2541.1890922113353
