Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1688.0874781818177
FDW14,OUT017,1412.156205042017
NCN55,OUT010,584.7577647727272
FDQ58,OUT017,2649.1102324324333
FDY38,OUT027,6280.890880000001
FDH56,OUT046,1796.0488656488553
FDL48,OUT018,713.8586545454547
FDC48,OUT027,2517.882088484849
FDN33,OUT045,1559.342975268817
FDA36,OUT017,2763.677052941176
FDT44,OUT017,1796.0488656488553
FDQ56,OUT045,1412.156205042017
NCC54,OUT019,584.7577647727272
FDU11,OUT049,2057.633906306307
DRL59,OUT013,713.8586545454547
FDM24,OUT049,2292.16973968254
FDI57,OUT045,2909.0762917808224
DRC12,OUT018,2909.0762917808224
NCM42,OUT027,3242.062071532848
FDA46,OUT010,482.6995426229505
FDA31,OUT013,2851.6316958762905
NCJ31,OUT035,3737.2957751824806
FDG52,OUT046,798.2176035398228
NCL19,OUT019,281.4820818181818
FDS10,OUT035,2909.0762917808224
FDX22,OUT010,584.7577647727272
NCF19,OUT035,798.2176035398228
NCE06,OUT046,2491.4174351851857
DRC27,OUT046,4109.900606217616
FDE21,OUT035,2042.4213960000002
NCR42,OUT019,92.67548155339804
FDX51,OUT018,3480.8111032679712
NCR06,OUT018,507.0464036697247
FDU31,OUT027,5329.3147244444435
FDU59,OUT017,2491.4174351851857
FDR03,OUT027,5329.3147244444435
FDS49,OUT027,2517.882088484849
FDD48,OUT010,281.4820818181818
NCF18,OUT017,2909.0762917808224
NCD43,OUT027,2517.882088484849
NCD54,OUT018,1752.2524400000013
FDY19,OUT010,281.4820818181818
NCY54,OUT017,2851.6316958762905
NCL19,OUT018,2232.847021848739
FDP23,OUT010,584.7577647727272
FDC26,OUT013,1512.4249390476195
FDR14,OUT010,165.91858165137606
NCS41,OUT035,3058.7523908256867
FDF41,OUT035,3737.2957751824806
FDU34,OUT046,2057.633906306307
DRH11,OUT046,935.0323883040941
FDM03,OUT013,1512.4249390476195
FDS31,OUT017,3058.7523908256867
FDJ20,OUT017,2149.0895525423716
FDV44,OUT027,5329.3147244444435
FDG02,OUT049,2763.677052941176
FDA09,OUT013,2851.6316958762905
FDT04,OUT013,507.0464036697247
FDL58,OUT019,584.7577647727272
FDE52,OUT045,1353.065016901409
FDW12,OUT035,2292.16973968254
FDL51,OUT017,3753.000099363057
