Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1939.7070190493582
FDW14,OUT017,1273.5289927841236
NCN55,OUT010,2245.1385458867912
FDQ58,OUT017,2257.3676418825107
FDY38,OUT027,4913.256491487131
FDH56,OUT046,1914.7378394447755
FDL48,OUT018,1391.5889638986123
FDC48,OUT027,2768.4563944516813
FDN33,OUT045,1240.4364037549178
FDA36,OUT017,2754.5650201366107
FDT44,OUT017,1554.3441908839889
FDQ56,OUT045,1064.1875247274181
NCC54,OUT019,2601.5615781558636
FDU11,OUT049,2023.0869365007588
DRL59,OUT013,697.7544223213013
FDM24,OUT049,2537.738833670732
FDI57,OUT045,2822.7203074021077
DRC12,OUT018,3514.5078902359505
NCM42,OUT027,3165.7928715899684
FDA46,OUT010,1361.3344528196017
FDA31,OUT013,2373.5442404134124
NCJ31,OUT035,3210.0372755386616
FDG52,OUT046,822.755664162011
NCL19,OUT019,1397.792178566114
FDS10,OUT035,2590.723474183425
FDX22,OUT010,1936.505857291524
NCF19,OUT035,623.7867364167846
NCE06,OUT046,2466.7636289613
DRC27,OUT046,3756.7324727446103
FDE21,OUT035,1669.2496100381748
NCR42,OUT019,-305.78877258446164
FDX51,OUT018,3648.5241546244642
NCR06,OUT018,1354.804639477707
FDU31,OUT027,4832.605996101482
FDU59,OUT017,2258.038688344238
FDR03,OUT027,4671.746907207537
FDS49,OUT027,2645.370985407667
FDD48,OUT010,446.3828974055343
NCF18,OUT017,2670.580645213719
NCD43,OUT027,3093.9864844474673
NCD54,OUT018,2805.806067060558
FDY19,OUT010,441.77551597740876
NCY54,OUT017,2251.6006611771863
NCL19,OUT018,2854.7257223656716
FDP23,OUT010,1963.1415738998749
FDC26,OUT013,1412.2962989342698
FDR14,OUT010,-843.2196893189825
NCS41,OUT035,2603.7764690534996
FDF41,OUT035,3431.3026914761094
FDU34,OUT046,1942.3696969491252
DRH11,OUT046,948.6487104093085
FDM03,OUT013,1331.1463226434387
FDS31,OUT017,2647.681066588417
FDJ20,OUT017,1672.19693441058
FDV44,OUT027,4376.0985949229125
FDG02,OUT049,3149.134263687408
FDA09,OUT013,2443.330182787345
FDT04,OUT013,345.15574125214164
FDL58,OUT019,3067.6179594689484
FDE52,OUT045,1323.186077705287
FDW12,OUT035,2130.2714877143612
FDL51,OUT017,3140.2799160507175
NCY42,OUT027,3658.2409810756085
FDR07,OUT017,1275.8205765012142
FDN40,OUT045,2097.1087116104263
FDB35,OUT027,2869.5120688240786
FDA22,OUT017,2293.7838377835374
NCL06,OUT046,3994.042088190222
FDI35,OUT013,2576.9384968621825
NCW42,OUT045,3156.8636539409263
NCX06,OUT049,3001.105884395669
FDC37,OUT027,3141.037080414099
FDZ14,OUT018,2531.839158071262
DRG49,OUT049,3881.2902011742226
NCG06,OUT045,3722.8637309871965
DRC36,OUT045,2528.33658735815
FDV21,OUT019,659.9943319361299
FDB53,OUT046,2189.3156269259644
DRP47,OUT019,2649.2787605377575
FDA14,OUT013,2003.7707332306022
DRC24,OUT035,2193.8504841014474
FDW21,OUT018,2280.283820220313
NCH29,OUT046,1618.5481922214813
FDU58,OUT013,2772.5835934068887
FDY27,OUT017,2568.5042382646616
FDV56,OUT035,1627.4732158182849
FDT59,OUT046,3623.3340192977184
FDB23,OUT046,3611.7877853696277
FDR49,OUT045,424.1512064264497
FDB03,OUT010,2023.9539951918382
FDN39,OUT045,2448.5082439754356
FDX02,OUT027,4800.58769626623
FDQ16,OUT027,3117.119948141969
